timestamp,agent,time_ms,reliability,score
2025-12-08T07:06:11,Agent_48,10.1,0.987,977.68
2025-12-08T07:06:11,Agent_49,15.543,0.988,635.53
2025-12-08T07:06:11,Agent_50,12.914,0.983,761.06
2025-12-08T07:06:11,Agent_51,24.999,0.984,393.81
2025-12-08T07:06:11,Agent_52,13.214,0.979,741.16
2025-12-08T07:06:11,Agent_53,16.245,0.983,605.04
2025-12-08T07:06:11,Agent_54,29.711,0.975,328.22
2025-12-08T07:06:11,Agent_55,19.252,0.988,513.15
2025-12-09T07:06:21,Agent_1,20.39,0.975,477.94
2025-12-09T07:06:21,Agent_2,27.754,0.988,355.89
2025-12-09T07:06:21,Agent_3,29.662,0.987,332.91
2025-12-09T07:06:21,Agent_4,15.065,0.975,647.01
2025-12-09T07:06:21,Agent_5,16.864,0.994,589.66
2025-12-09T07:06:21,Agent_6,20.704,0.987,476.63
2025-12-09T07:06:21,Agent_7,13.266,0.99,746.56
2025-12-09T07:06:21,Agent_8,17.667,0.989,559.97
2025-12-09T07:06:21,Agent_9,29.599,0.988,333.82
2025-12-09T07:06:21,Agent_10,18.962,0.991,522.77
2025-12-09T07:06:21,Agent_11,20.855,0.973,466.51
2025-12-09T07:06:21,Agent_12,14.514,0.991,682.95
2025-12-09T07:06:21,Agent_13,27.246,0.981,359.95
2025-12-09T07:06:21,Agent_14,28.149,0.983,349.05
2025-12-09T07:06:21,Agent_15,26.101,0.997,381.89
2025-12-09T07:06:21,Agent_16,21.317,0.989,464.19
2025-12-09T07:06:21,Agent_17,15.069,0.974,646.66
2025-12-09T07:06:21,Agent_18,12.811,0.978,763.69
2025-12-09T07:06:21,Agent_19,10.182,0.974,956.52
2025-12-09T07:06:21,Agent_20,12.386,0.978,789.23
2025-12-09T07:06:21,Agent_21,10.881,0.971,892.05
2025-12-09T07:06:21,Agent_22,13.469,0.978,726.07
2025-12-09T07:06:21,Agent_23,13.305,0.978,735.09
2025-12-09T07:06:21,Agent_24,12.695,0.972,765.36
2025-12-09T07:06:21,Agent_25,27.04,0.997,368.73
2025-12-09T07:06:21,Agent_26,16.714,0.976,583.77
2025-12-09T07:06:21,Agent_27,17.212,0.981,569.8
2025-12-09T07:06:21,Agent_28,22.01,0.979,444.87
2025-12-09T07:06:21,Agent_29,26.181,0.977,373.05
2025-12-09T07:06:21,Agent_30,27.004,0.992,367.51
2025-12-09T07:06:21,Agent_31,21.896,0.998,455.74
2025-12-09T07:06:21,Agent_32,25.373,0.995,392.34
2025-12-09T07:06:21,Agent_33,16.16,0.974,602.5
2025-12-09T07:06:21,Agent_34,14.653,0.977,666.79
2025-12-09T07:06:21,Agent_35,24.772,0.991,399.9
2025-12-09T07:06:21,Agent_36,19.414,0.985,507.37
2025-12-09T07:06:21,Agent_37,16.18,0.998,616.92
2025-12-09T07:06:21,Agent_38,24.775,0.996,402.18
2025-12-09T07:06:21,Agent_39,21.661,0.996,459.94
2025-12-09T07:06:21,Agent_40,19.223,0.999,519.9
2025-12-09T07:06:21,Agent_41,26.778,0.977,364.93
2025-12-09T07:06:21,Agent_42,15.851,0.971,612.31
2025-12-09T07:06:21,Agent_43,24.53,0.993,404.72
2025-12-09T07:06:21,Agent_44,14.731,0.984,668.19
2025-12-09T07:06:21,Agent_45,16.353,0.972,594.4
2025-12-09T07:06:21,Agent_46,22.129,0.976,441.09
2025-12-09T07:06:21,Agent_47,16.831,0.975,579.58
2025-12-09T07:06:21,Agent_48,20.494,0.991,483.59
2025-12-09T07:06:21,Agent_49,35.225,0.996,282.75
2025-12-09T07:06:21,Agent_50,20.853,0.973,466.62
2025-12-09T07:06:21,Agent_51,29.977,0.975,325.15
2025-12-09T07:06:21,Agent_52,29.046,0.99,340.99
2025-12-09T07:06:21,Agent_53,23.904,0.987,413.11
2025-12-09T07:06:21,Agent_54,29.978,0.994,331.66
2025-12-09T07:06:21,Agent_55,27.483,0.979,356.32
2025-12-09T07:06:22,Agent_1,25.301,0.986,389.64
2025-12-09T07:06:22,Agent_2,14.418,1.0,693.3
2025-12-09T07:06:22,Agent_3,13.327,0.999,749.72
2025-12-09T07:06:22,Agent_4,12.023,0.978,813.81
2025-12-09T07:06:22,Agent_5,22.157,0.976,440.53
2025-12-09T07:06:22,Agent_6,12.468,0.984,789.39
2025-12-09T07:06:22,Agent_7,24.044,0.998,414.91
2025-12-09T07:06:22,Agent_8,28.339,0.973,343.33
2025-12-09T07:06:22,Agent_9,24.955,0.977,391.65
2025-12-09T07:06:22,Agent_10,27.901,0.973,348.83
2025-12-09T07:06:22,Agent_11,10.561,0.992,939.0
2025-12-09T07:06:22,Agent_12,20.091,0.988,491.81
2025-12-09T07:06:22,Agent_13,27.707,0.999,360.43
2025-12-09T07:06:22,Agent_14,20.124,0.979,486.43
2025-12-09T07:06:22,Agent_15,11.245,0.995,884.65
2025-12-09T07:06:22,Agent_16,18.915,0.986,521.37
2025-12-09T07:06:22,Agent_17,18.538,0.999,539.01
2025-12-09T07:06:22,Agent_18,26.339,0.978,371.22
2025-12-09T07:06:22,Agent_19,18.596,0.981,527.77
2025-12-09T07:06:22,Agent_20,28.87,0.983,340.47
2025-12-09T07:06:22,Agent_21,23.566,0.985,417.79
2025-12-09T07:06:22,Agent_22,22.182,1.0,450.73
2025-12-09T07:06:22,Agent_23,11.73,0.981,836.28
2025-12-09T07:06:22,Agent_24,20.633,0.972,471.09
2025-12-09T07:06:22,Agent_25,17.328,0.995,574.33
2025-12-09T07:06:22,Agent_26,17.572,0.984,560.08
2025-12-09T07:06:22,Agent_27,19.266,0.999,518.37
2025-12-09T07:06:22,Agent_28,15.785,0.985,623.73
2025-12-09T07:06:22,Agent_29,16.712,0.986,590.13
2025-12-09T07:06:22,Agent_30,15.584,0.996,639.15
2025-12-09T07:06:22,Agent_31,28.44,0.99,348.04
2025-12-09T07:06:22,Agent_32,28.723,0.972,338.51
2025-12-09T07:06:22,Agent_33,19.581,0.976,498.25
2025-12-09T07:06:22,Agent_34,27.127,0.978,360.39
2025-12-09T07:06:22,Agent_35,16.06,0.982,611.28
2025-12-09T07:06:22,Agent_36,18.747,0.973,519.0
2025-12-09T07:06:22,Agent_37,25.277,0.989,391.22
2025-12-09T07:06:22,Agent_38,19.646,0.975,496.52
2025-12-09T07:06:22,Agent_39,10.474,0.987,942.09
2025-12-09T07:06:22,Agent_40,13.603,0.977,718.45
2025-12-09T07:06:22,Agent_41,17.252,0.99,573.71
2025-12-09T07:06:22,Agent_42,10.327,0.982,950.56
2025-12-09T07:06:22,Agent_43,24.12,0.999,414.14
2025-12-09T07:06:22,Agent_44,16.36,0.981,599.34
2025-12-09T07:06:22,Agent_45,29.779,0.974,327.13
2025-12-09T07:06:22,Agent_46,22.443,0.996,443.9
2025-12-09T07:06:22,Agent_47,30.033,0.977,325.14
2025-12-09T07:06:22,Agent_48,10.397,0.971,933.86
2025-12-09T07:06:22,Agent_49,30.075,0.992,329.78
2025-12-09T07:06:22,Agent_50,19.702,0.977,495.66
2025-12-09T07:06:22,Agent_51,22.876,0.979,428.14
2025-12-09T07:06:22,Agent_52,11.334,0.981,865.31
2025-12-09T07:06:22,Agent_53,22.446,0.998,444.5
2025-12-09T07:06:22,Agent_54,17.378,0.972,559.35
2025-12-09T07:06:22,Agent_55,11.755,0.994,845.42
2025-12-10T07:05:51,Agent_1,13.699,0.999,729.5
2025-12-10T07:05:51,Agent_2,10.118,0.976,964.91
2025-12-10T07:05:51,Agent_3,17.513,0.988,564.36
2025-12-10T07:05:51,Agent_4,26.526,0.999,376.44
2025-12-10T07:05:51,Agent_5,19.397,0.991,510.94
2025-12-10T07:05:51,Agent_6,14.332,0.977,681.55
2025-12-10T07:05:51,Agent_7,16.542,0.973,587.95
2025-12-10T07:05:51,Agent_8,11.834,0.999,844.25
2025-12-10T07:05:51,Agent_9,30.276,0.999,329.8
2025-12-10T07:05:51,Agent_10,28.799,0.987,342.66
2025-12-10T07:05:51,Agent_11,27.41,0.993,362.27
2025-12-10T07:05:51,Agent_12,22.631,0.997,440.55
2025-12-10T07:05:51,Agent_13,25.56,0.993,388.34
2025-12-10T07:05:51,Agent_14,26.42,0.986,373.37
2025-12-10T07:05:51,Agent_15,26.137,0.978,374.1
2025-12-10T07:05:51,Agent_16,15.182,0.99,652.27
2025-12-10T07:05:51,Agent_17,18.016,0.991,550.31
2025-12-10T07:05:51,Agent_18,29.95,0.982,327.79
2025-12-10T07:05:51,Agent_19,20.02,0.999,499.04
2025-12-10T07:05:51,Agent_20,26.2,0.994,379.39
2025-12-10T07:05:51,Agent_21,18.548,0.987,532.15
2025-12-10T07:05:51,Agent_22,11.068,0.991,895.33
2025-12-10T07:05:51,Agent_23,26.975,0.992,367.71
2025-12-10T07:05:51,Agent_24,26.037,0.98,376.53
2025-12-10T07:05:51,Agent_25,18.915,0.982,519.15
2025-12-10T07:05:51,Agent_26,22.807,0.991,434.65
2025-12-10T07:05:51,Agent_27,23.173,0.989,426.82
2025-12-10T07:05:51,Agent_28,22.33,0.993,444.8
2025-12-10T07:05:51,Agent_29,16.523,0.977,591.55
2025-12-10T07:05:51,Agent_30,24.151,0.98,405.66
2025-12-10T07:05:51,Agent_31,12.073,0.972,805.17
2025-12-10T07:05:51,Agent_32,15.948,0.994,623.38
2025-12-10T07:05:51,Agent_33,20.012,0.98,489.95
2025-12-10T07:05:51,Agent_34,23.809,0.974,409.08
2025-12-10T07:05:51,Agent_35,27.426,0.992,361.74
2025-12-10T07:05:51,Agent_36,19.321,0.994,514.51
2025-12-10T07:05:51,Agent_37,16.322,0.997,610.88
2025-12-10T07:05:51,Agent_38,13.755,0.991,720.62
2025-12-10T07:05:51,Agent_39,11.945,0.996,833.69
2025-12-10T07:05:51,Agent_40,23.331,0.985,421.98
2025-12-10T07:05:51,Agent_41,28.365,0.998,351.67
2025-12-10T07:05:51,Agent_42,11.336,0.981,865.61
2025-12-10T07:05:51,Agent_43,24.858,0.995,400.4
2025-12-10T07:05:51,Agent_44,26.493,0.994,375.16
2025-12-10T07:05:51,Agent_45,21.19,0.986,465.45
2025-12-10T07:05:51,Agent_46,21.893,0.972,443.83
2025-12-10T07:05:51,Agent_47,22.372,0.999,446.59
2025-12-10T07:05:51,Agent_48,13.548,0.973,717.99
2025-12-10T07:05:51,Agent_49,26.797,0.976,364.19
2025-12-10T07:05:51,Agent_50,10.9,0.989,907.05
2025-12-10T07:05:51,Agent_51,15.323,0.991,646.45
2025-12-10T07:05:51,Agent_52,32.223,1.0,310.33
2025-12-10T07:05:51,Agent_53,20.215,0.989,489.4
2025-12-10T07:05:51,Agent_54,20.974,0.99,472.14
2025-12-10T07:05:51,Agent_55,26.324,0.995,377.88
2025-12-10T07:05:52,Agent_1,24.617,0.987,400.82
2025-12-10T07:05:52,Agent_2,23.864,0.984,412.38
2025-12-10T07:05:52,Agent_3,25.008,0.992,396.69
2025-12-10T07:05:52,Agent_4,20.594,0.971,471.68
2025-12-10T07:05:52,Agent_5,28.567,0.986,345.25
2025-12-10T07:05:52,Agent_6,22.677,0.991,437.15
2025-12-10T07:05:52,Agent_7,23.256,0.97,417.16
2025-12-10T07:05:52,Agent_8,16.155,0.983,608.3
2025-12-10T07:05:52,Agent_9,23.546,0.981,416.76
2025-12-10T07:05:52,Agent_10,26.519,0.985,371.29
2025-12-10T07:05:52,Agent_11,11.044,0.997,902.94
2025-12-10T07:05:52,Agent_12,26.726,0.998,373.28
2025-12-10T07:05:52,Agent_13,22.558,0.984,436.18
2025-12-10T07:05:52,Agent_14,18.897,0.994,526.08
2025-12-10T07:05:52,Agent_15,17.695,0.976,551.54
2025-12-10T07:05:52,Agent_16,10.308,0.994,964.42
2025-12-10T07:05:52,Agent_17,26.116,0.977,374.12
2025-12-10T07:05:52,Agent_18,18.67,0.987,528.9
2025-12-10T07:05:52,Agent_19,12.537,0.991,790.67
2025-12-10T07:05:52,Agent_20,10.974,0.974,887.17
2025-12-10T07:05:52,Agent_21,24.99,0.997,399.16
2025-12-10T07:05:52,Agent_22,23.171,0.98,422.73
2025-12-10T07:05:52,Agent_23,26.912,0.994,369.28
2025-12-10T07:05:52,Agent_24,21.406,0.974,454.95
2025-12-10T07:05:52,Agent_25,27.35,0.996,364.05
2025-12-10T07:05:52,Agent_26,27.243,0.986,362.06
2025-12-10T07:05:52,Agent_27,16.306,0.979,600.19
2025-12-10T07:05:52,Agent_28,16.771,0.987,588.23
2025-12-10T07:05:52,Agent_29,13.276,0.989,745.35
2025-12-10T07:05:52,Agent_30,14.511,0.972,669.89
2025-12-10T07:05:52,Agent_31,19.239,0.997,518.27
2025-12-10T07:05:52,Agent_32,29.735,0.977,328.51
2025-12-10T07:05:52,Agent_33,28.273,0.989,349.85
2025-12-10T07:05:52,Agent_34,21.927,0.978,445.97
2025-12-10T07:05:52,Agent_35,15.264,0.987,646.4
2025-12-10T07:05:52,Agent_36,24.616,0.986,400.57
2025-12-10T07:05:52,Agent_37,13.41,0.991,738.69
2025-12-10T07:05:52,Agent_38,22.893,0.998,435.92
2025-12-10T07:05:52,Agent_39,22.002,0.979,445.04
2025-12-10T07:05:52,Agent_40,15.13,0.998,659.76
2025-12-10T07:05:52,Agent_41,19.766,0.994,502.91
2025-12-10T07:05:52,Agent_42,24.717,0.997,403.49
2025-12-10T07:05:52,Agent_43,25.922,0.974,375.57
2025-12-10T07:05:52,Agent_44,11.408,0.993,870.02
2025-12-10T07:05:52,Agent_45,17.819,0.986,553.48
2025-12-10T07:05:52,Agent_46,10.577,0.989,935.34
2025-12-10T07:05:52,Agent_47,11.779,0.998,847.41
2025-12-10T07:05:52,Agent_48,13.031,0.973,747.04
2025-12-10T07:05:52,Agent_49,12.363,0.986,797.31
2025-12-10T07:05:52,Agent_50,28.363,0.995,350.78
2025-12-10T07:05:52,Agent_51,22.207,0.998,449.38
2025-12-10T07:05:52,Agent_52,27.271,0.971,356.11
2025-12-10T07:05:52,Agent_53,26.884,0.993,369.39
2025-12-10T07:05:52,Agent_54,12.137,0.988,813.75
2025-12-10T07:05:52,Agent_55,24.101,0.983,407.9
2025-12-11T07:06:13,Agent_1,19.372,0.978,504.92
2025-12-11T07:06:13,Agent_2,11.108,0.976,878.68
2025-12-11T07:06:13,Agent_3,29.174,0.984,337.39
2025-12-11T07:06:13,Agent_4,14.82,0.987,666.24
2025-12-11T07:06:13,Agent_5,25.077,0.987,393.76
2025-12-11T07:06:13,Agent_6,24.177,0.98,405.15
2025-12-11T07:06:13,Agent_7,17.607,0.996,565.81
2025-12-11T07:06:13,Agent_8,19.09,0.972,509.08
2025-12-11T07:06:13,Agent_9,21.723,0.978,450.08
2025-12-11T07:06:13,Agent_10,24.968,0.97,388.54
2025-12-11T07:06:13,Agent_11,29.723,0.988,332.28
2025-12-11T07:06:13,Agent_12,10.326,0.996,964.76
2025-12-11T07:06:13,Agent_13,19.575,0.978,499.39
2025-12-11T07:06:13,Agent_14,22.964,1.0,435.44
2025-12-11T07:06:13,Agent_15,18.506,0.998,539.39
2025-12-11T07:06:13,Agent_16,10.839,0.999,922.09
2025-12-11T07:06:13,Agent_17,28.552,0.986,345.2
2025-12-11T07:06:13,Agent_18,28.448,1.0,351.42
2025-12-11T07:06:13,Agent_19,26.208,0.989,377.49
2025-12-11T07:06:13,Agent_20,20.624,0.992,481.17
2025-12-11T07:06:13,Agent_21,29.414,0.999,339.55
2025-12-11T07:06:13,Agent_22,30.314,0.982,323.93
2025-12-11T07:06:13,Agent_23,12.604,0.978,775.54
2025-12-11T07:06:13,Agent_24,24.124,0.977,404.93
2025-12-11T07:06:13,Agent_25,27.705,0.972,350.71
2025-12-11T07:06:13,Agent_26,22.976,0.999,434.98
2025-12-11T07:06:13,Agent_27,15.558,0.997,640.74
2025-12-11T07:06:13,Agent_28,19.104,0.995,521.06
2025-12-11T07:06:13,Agent_29,17.284,0.986,570.36
2025-12-11T07:06:13,Agent_30,19.06,0.981,514.6
2025-12-11T07:06:13,Agent_31,36.932,1.0,270.73
2025-12-11T07:06:13,Agent_32,23.829,0.995,417.73
2025-12-11T07:06:13,Agent_33,14.21,0.973,685.04
2025-12-11T07:06:13,Agent_34,25.717,0.981,381.62
2025-12-11T07:06:13,Agent_35,28.939,0.975,336.9
2025-12-11T07:06:13,Agent_36,15.685,0.983,626.5
2025-12-11T07:06:13,Agent_37,11.882,0.986,830.12
2025-12-11T07:06:13,Agent_38,26.287,0.996,378.94
2025-12-11T07:06:13,Agent_39,18.089,0.999,552.43
2025-12-11T07:06:13,Agent_40,24.941,0.983,394.0
2025-12-11T07:06:13,Agent_41,15.267,0.978,640.52
2025-12-11T07:06:13,Agent_42,14.634,0.97,663.01
2025-12-11T07:06:13,Agent_43,15.411,0.994,644.7
2025-12-11T07:06:13,Agent_44,14.289,0.981,686.86
2025-12-11T07:06:13,Agent_45,28.89,0.982,339.79
2025-12-11T07:06:13,Agent_46,21.282,0.978,459.5
2025-12-11T07:06:13,Agent_47,12.865,0.993,771.88
2025-12-11T07:06:13,Agent_48,22.828,0.982,430.2
2025-12-11T07:06:13,Agent_49,16.055,0.999,622.42
2025-12-11T07:06:13,Agent_50,12.047,0.981,814.28
2025-12-11T07:06:13,Agent_51,28.602,0.985,344.41
2025-12-11T07:06:13,Agent_52,18.624,1.0,536.95
2025-12-11T07:06:13,Agent_53,25.301,0.994,393.02
2025-12-11T07:06:13,Agent_54,14.522,0.995,685.27
2025-12-11T07:06:13,Agent_55,23.042,0.986,427.92
2025-12-11T07:06:15,Agent_1,26.773,0.984,367.63
2025-12-11T07:06:15,Agent_2,16.693,0.998,597.74
2025-12-11T07:06:15,Agent_3,18.12,0.975,538.25
2025-12-11T07:06:15,Agent_4,18.619,0.991,532.06
2025-12-11T07:06:15,Agent_5,27.384,0.993,362.66
2025-12-11T07:06:15,Agent_6,28.865,0.974,337.35
2025-12-11T07:06:15,Agent_7,17.799,0.975,547.7
2025-12-11T07:06:15,Agent_8,16.461,0.979,594.88
2025-12-11T07:06:15,Agent_9,25.963,0.975,375.65
2025-12-11T07:06:15,Agent_10,26.285,0.972,369.83
2025-12-11T07:06:15,Agent_11,15.088,0.985,652.73
2025-12-11T07:06:15,Agent_12,26.934,0.995,369.47
2025-12-11T07:06:15,Agent_13,20.006,0.999,499.14
2025-12-11T07:06:15,Agent_14,46.217,0.989,213.97
2025-12-11T07:06:15,Agent_15,13.124,0.991,755.04
2025-12-11T07:06:15,Agent_16,22.874,0.982,429.36
2025-12-11T07:06:15,Agent_17,16.257,0.996,612.82
2025-12-11T07:06:15,Agent_18,20.695,0.971,469.29
2025-12-11T07:06:15,Agent_19,24.684,0.984,398.72
2025-12-11T07:06:15,Agent_20,21.757,0.992,455.92
2025-12-11T07:06:15,Agent_21,23.09,0.974,421.88
2025-12-11T07:06:15,Agent_22,15.91,0.987,620.25
2025-12-11T07:06:15,Agent_23,24.384,0.98,401.89
2025-12-11T07:06:15,Agent_24,23.314,0.996,427.42
2025-12-11T07:06:15,Agent_25,14.401,0.995,690.73
2025-12-11T07:06:15,Agent_26,25.863,0.999,386.38
2025-12-11T07:06:15,Agent_27,29.085,0.986,338.9
2025-12-11T07:06:15,Agent_28,17.213,0.995,578.16
2025-12-11T07:06:15,Agent_29,22.899,0.982,428.83
2025-12-11T07:06:15,Agent_30,15.496,0.996,642.59
2025-12-11T07:06:15,Agent_31,29.3,0.989,337.38
2025-12-11T07:06:15,Agent_32,13.361,0.993,743.18
2025-12-11T07:06:15,Agent_33,27.849,0.971,348.65
2025-12-11T07:06:15,Agent_34,23.627,0.982,415.81
2025-12-11T07:06:15,Agent_35,26.798,0.972,362.79
2025-12-11T07:06:15,Agent_36,14.671,0.985,671.54
2025-12-11T07:06:15,Agent_37,25.089,0.993,395.79
2025-12-11T07:06:15,Agent_38,25.723,0.988,383.9
2025-12-11T07:06:15,Agent_39,12.341,0.997,807.95
2025-12-11T07:06:15,Agent_40,16.459,0.985,598.71
2025-12-11T07:06:15,Agent_41,13.343,0.983,736.92
2025-12-11T07:06:15,Agent_42,15.445,0.977,632.5
2025-12-11T07:06:15,Agent_43,25.431,0.988,388.5
2025-12-11T07:06:15,Agent_44,29.883,1.0,334.56
2025-12-11T07:06:15,Agent_45,18.87,0.979,518.79
2025-12-11T07:06:15,Agent_46,16.096,0.987,613.32
2025-12-11T07:06:15,Agent_47,24.354,0.995,408.65
2025-12-11T07:06:15,Agent_48,28.842,0.992,344.09
2025-12-11T07:06:15,Agent_49,28.782,0.986,342.53
2025-12-11T07:06:15,Agent_50,18.693,0.977,522.8
2025-12-11T07:06:15,Agent_51,23.19,0.99,426.75
2025-12-11T07:06:15,Agent_52,26.196,0.972,371.03
2025-12-11T07:06:15,Agent_53,13.979,0.998,713.85
2025-12-11T07:06:15,Agent_54,19.307,0.976,505.73
2025-12-11T07:06:15,Agent_55,24.879,0.995,399.9
2025-12-12T07:06:20,Agent_1,24.735,0.996,402.53
2025-12-12T07:06:20,Agent_2,29.663,0.999,336.74
2025-12-12T07:06:20,Agent_3,30.35,0.977,321.82
2025-12-12T07:06:20,Agent_4,29.654,0.987,332.96
2025-12-12T07:06:20,Agent_5,23.118,0.983,425.13
2025-12-12T07:06:20,Agent_6,17.324,0.974,562.27
2025-12-12T07:06:20,Agent_7,18.746,0.984,525.17
2025-12-12T07:06:20,Agent_8,21.038,0.986,468.73
2025-12-12T07:06:20,Agent_9,12.541,0.984,784.8
2025-12-12T07:06:20,Agent_10,29.408,0.981,333.58
2025-12-12T07:06:20,Agent_11,24.366,0.971,398.39
2025-12-12T07:06:20,Agent_12,23.575,0.997,423.04
2025-12-12T07:06:20,Agent_13,22.736,0.974,428.58
2025-12-12T07:06:20,Agent_14,19.63,0.977,497.57
2025-12-12T07:06:20,Agent_15,18.209,0.976,536.05
2025-12-12T07:06:20,Agent_16,12.705,0.988,777.88
2025-12-12T07:06:20,Agent_17,16.289,0.983,603.34
2025-12-12T07:06:20,Agent_18,18.502,0.997,538.89
2025-12-12T07:06:20,Agent_19,25.209,0.992,393.36
2025-12-12T07:06:20,Agent_20,10.977,0.976,888.95
2025-12-12T07:06:20,Agent_21,20.713,0.996,480.94
2025-12-12T07:06:20,Agent_22,15.415,0.987,640.04
2025-12-12T07:06:20,Agent_23,15.93,0.986,618.87
2025-12-12T07:06:20,Agent_24,29.15,0.99,339.71
2025-12-12T07:06:20,Agent_25,29.36,0.983,334.95
2025-12-12T07:06:20,Agent_26,10.699,0.979,914.82
2025-12-12T07:06:20,Agent_27,23.938,0.994,415.16
2025-12-12T07:06:20,Agent_28,26.448,0.99,374.22
2025-12-12T07:06:20,Agent_29,13.518,0.989,731.33
2025-12-12T07:06:20,Agent_30,19.961,0.974,488.12
2025-12-12T07:06:20,Agent_31,11.046,0.984,891.17
2025-12-12T07:06:20,Agent_32,19.916,0.979,491.45
2025-12-12T07:06:20,Agent_33,27.316,0.974,356.45
2025-12-12T07:06:20,Agent_34,10.369,0.972,937.03
2025-12-12T07:06:20,Agent_35,30.054,0.999,332.38
2025-12-12T07:06:20,Agent_36,23.848,0.971,407.31
2025-12-12T07:06:20,Agent_37,18.526,0.989,533.7
2025-12-12T07:06:20,Agent_38,26.725,0.993,371.58
2025-12-12T07:06:20,Agent_39,23.977,0.989,412.4
2025-12-12T07:06:20,Agent_40,13.438,0.991,737.33
2025-12-12T07:06:20,Agent_41,21.982,0.972,442.1
2025-12-12T07:06:20,Agent_42,26.289,0.995,378.56
2025-12-12T07:06:20,Agent_43,25.557,0.972,380.25
2025-12-12T07:06:20,Agent_44,10.875,0.975,896.58
2025-12-12T07:06:20,Agent_45,19.861,0.998,502.44
2025-12-12T07:06:20,Agent_46,26.236,0.983,374.54
2025-12-12T07:06:20,Agent_47,26.271,0.998,379.71
2025-12-12T07:06:20,Agent_48,12.348,0.989,801.16
2025-12-12T07:06:20,Agent_49,17.857,0.979,548.42
2025-12-12T07:06:20,Agent_50,17.398,0.985,566.04
2025-12-12T07:06:20,Agent_51,15.331,0.976,636.85
2025-12-12T07:06:20,Agent_52,20.217,0.977,483.14
2025-12-12T07:06:20,Agent_53,24.593,0.976,397.0
2025-12-12T07:06:20,Agent_54,27.653,0.977,353.25
2025-12-12T07:06:20,Agent_55,14.737,0.992,673.22
2025-12-12T07:06:22,Agent_1,12.035,0.975,810.11
2025-12-12T07:06:22,Agent_2,21.029,0.99,470.9
2025-12-12T07:06:22,Agent_3,16.926,0.987,583.07
2025-12-12T07:06:22,Agent_4,31.322,0.983,313.78
2025-12-12T07:06:22,Agent_5,24.209,0.997,411.83
2025-12-12T07:06:22,Agent_6,23.297,0.995,427.16
2025-12-12T07:06:22,Agent_7,16.861,0.99,587.06
2025-12-12T07:06:22,Agent_8,13.474,0.997,740.0
2025-12-12T07:06:22,Agent_9,13.023,0.979,751.48
2025-12-12T07:06:22,Agent_10,18.421,0.971,527.24
2025-12-12T07:06:22,Agent_11,12.209,0.991,811.27
2025-12-12T07:06:22,Agent_12,12.895,0.975,756.14
2025-12-12T07:06:22,Agent_13,28.9,0.99,342.51
2025-12-12T07:06:22,Agent_14,26.475,0.976,368.83
2025-12-12T07:06:22,Agent_15,21.954,0.986,448.98
2025-12-12T07:06:22,Agent_16,17.922,0.996,555.98
2025-12-12T07:06:22,Agent_17,18.833,0.981,520.64
2025-12-12T07:06:22,Agent_18,19.154,0.98,511.65
2025-12-12T07:06:22,Agent_19,15.809,0.993,627.81
2025-12-12T07:06:22,Agent_20,21.43,0.986,460.27
2025-12-12T07:06:22,Agent_21,18.751,0.998,532.22
2025-12-12T07:06:22,Agent_22,25.669,0.986,384.15
2025-12-12T07:06:22,Agent_23,28.416,0.993,349.35
2025-12-12T07:06:22,Agent_24,19.952,0.987,494.7
2025-12-12T07:06:22,Agent_25,21.502,0.997,463.65
2025-12-12T07:06:22,Agent_26,25.179,0.972,385.89
2025-12-12T07:06:22,Agent_27,21.77,0.996,457.61
2025-12-12T07:06:22,Agent_28,17.727,0.997,562.57
2025-12-12T07:06:22,Agent_29,15.104,0.986,652.81
2025-12-12T07:06:22,Agent_30,17.107,1.0,584.35
2025-12-12T07:06:22,Agent_31,27.725,0.988,356.42
2025-12-12T07:06:22,Agent_32,27.593,0.975,353.5
2025-12-12T07:06:22,Agent_33,27.991,0.995,355.34
2025-12-12T07:06:22,Agent_34,17.698,0.991,559.68
2025-12-12T07:06:22,Agent_35,12.073,0.974,806.52
2025-12-12T07:06:22,Agent_36,12.641,0.991,784.27
2025-12-12T07:06:22,Agent_37,23.531,0.978,415.44
2025-12-12T07:06:22,Agent_38,24.649,0.993,402.86
2025-12-12T07:06:22,Agent_39,11.703,0.998,852.68
2025-12-12T07:06:22,Agent_40,27.652,0.977,353.21
2025-12-12T07:06:22,Agent_41,21.573,0.989,458.34
2025-12-12T07:06:22,Agent_42,12.976,0.983,757.33
2025-12-12T07:06:22,Agent_43,16.922,0.979,578.57
2025-12-12T07:06:22,Agent_44,24.728,0.979,395.81
2025-12-12T07:06:22,Agent_45,25.06,0.993,396.29
2025-12-12T07:06:22,Agent_46,27.907,0.977,350.08
2025-12-12T07:06:22,Agent_47,15.186,0.993,653.59
2025-12-12T07:06:22,Agent_48,18.01,0.992,550.55
2025-12-12T07:06:22,Agent_49,10.966,0.974,888.56
2025-12-12T07:06:22,Agent_50,16.814,0.987,587.28
2025-12-12T07:06:22,Agent_51,15.084,0.991,656.85
2025-12-12T07:06:22,Agent_52,25.265,0.996,394.16
2025-12-12T07:06:22,Agent_53,18.747,0.995,530.59
2025-12-12T07:06:22,Agent_54,18.376,0.988,537.68
2025-12-12T07:06:22,Agent_55,29.835,1.0,335.11
2025-12-13T07:06:24,Agent_1,27.486,0.98,356.69
2025-12-13T07:06:24,Agent_2,25.735,0.982,381.51
2025-12-13T07:06:24,Agent_3,27.767,0.974,350.81
